office_name,address,latitude,longitude,postal_code,price,max_people,MON_OPEN,MON_CLOSE,TUES_OPEN,TUES_CLOSE,WED_OPEN,WED_CLOSE,THUR_OPEN,THUR_CLOSE,FRI_OPEN,FRI_CLOSE,SAT_OPEN,SAT_CLOSE,SUN_OPEN,SUN_CLOSE,AC_HOLD_AT,CAFE_HOLD_AT,PRINTER_HOLD_AT,PARCEL_SNDNG_POSBL_AT,DOORLOCK_AT,ELECT_OUTLET_AT,FAX_AT,N24H_OPER_AT,N365D_OPER_AT,HEATER_HOLD_AT,PARKNG_POSBL_AT,CMNUSE_LOUNGE_AT,CMNUSE_KITCHEN_AT,WPU_HOLD_AT,ROOFTOP_HOLD_AT,REFRESHMENTS_PROVD_AT,INDVDL_LOCKER_AT,TV_HOLD_AT,WBOARD_HOLD_AT,WIFI_HOLD_AT,BATH_FCLTY_HOLD_AT
2인 사무실,인천광역시 미추홀구 승학길 5-30,37.43999291,126.6783563,22231,16000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N
2인실 독립오피스 디오빌오피스,서울특별시 영등포구 당산로 222,37.53324478,126.9022911,7214,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N
3인 독립실 가온비즈니스센터,서울특별시 영등포구 양평로 24,37.53325958,126.9037411,7223,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,Y,N
3인 사무실,인천광역시 미추홀구 승학길 5-30,37.43999291,126.6783563,22231,16000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N
3인실 독립오피스 디오빌오피스,서울특별시 영등포구 당산로 222,37.53324478,126.9022911,7214,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,Y,N
가몽스페이스,경기도 안양시 만안구 만안로 31-13,37.38602481,126.9338635,14035,7000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,Y
가몽스페이스 304호,경기도 안양시 만안구 만안로 31-13,37.38602481,126.9338635,14035,16000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,Y
가산 비상주사업자등록 114소호,서울특별시 구로구 디지털로31길 41,37.4851718,126.8927513,8375,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N
가산 창업공간비아 6인독립사무실,서울특별시 금천구 가산디지털1로 16,37.46761023,126.8880861,8591,30000,6,07:00,23:59,07:00,23:59,07:00,23:59,07:00,23:59,07:00,23:59,07:00,23:59,07:00,23:59,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N
가산공유오피스 114소호사무실,서울특별시 금천구 가산디지털1로 137,37.47765869,126.8819304,8506,10000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N
가산디지털단지역 스카이엠비즈1인실,서울특별시 금천구 벚꽃로 286,37.48035712,126.8841972,8511,10000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N
가산디지털단지역 스카이엠비즈2인실,서울특별시 금천구 벚꽃로 286,37.48035712,126.8841972,8511,20000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N
가산비상주사무실 114소호 A,서울특별시 금천구 가산디지털1로 137,37.47765869,126.8819304,8506,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N
가산비상주소호사무실 114소호 B,서울특별시 금천구 가산디지털1로 137,37.47765869,126.8819304,8506,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N
"가성비,효율성 좋은 2인 사무실",인천광역시 미추홀구 승학길 5-30,37.43995907,126.6783681,22231,16000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N
강남 2인실 [테헤란센터],서울특별시 강남구 삼성로82길 20,37.50522756,127.0593515,6184,20000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N
강남 공유오피스 유니언워크 1인실,서울특별시 강남구 강남대로94길 28,37.49962514,127.0295903,6134,10000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N
강남 공유오피스 유니언워크 3인실,서울특별시 강남구 강남대로94길 28,37.49962514,127.0295903,6134,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N
강남 공유오피스 유니언워크 4인실,서울특별시 강남구 강남대로94길 28,37.49962514,127.0295903,6134,20000,4,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N
강남 공유오피스 유니언워크 5인실,서울특별시 강남구 강남대로94길 28,37.49962514,127.0295903,6134,30000,5,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N
강남 공유오피스 유니언워크 6인실,서울특별시 강남구 강남대로94길 28,37.49962514,127.0295903,6134,30000,6,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N
강남 비상주사무실가격 114소호,서울특별시 강남구 선릉로131길 8,37.51797526,127.040276,6059,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N
"강남 소호사무실, 공유오피스",서울특별시 강남구 강남대로 508,37.50767303,127.0234693,6114,20000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,Y,N
강남 아우렌 오피스,서울특별시 강남구 강남대로136길 11,37.51311113,127.0216062,6043,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N
강남 오피스 유니언워크 2.5인실,서울특별시 강남구 강남대로94길 28,37.49962514,127.0295903,6134,20000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N
강남 이노코웍스 독립오피스 5인A,서울특별시 강남구 역삼로19길 3,37.49547932,127.0366999,6246,30000,5,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N
강남 이노코웍스 독립오피스 5인B,서울특별시 강남구 역삼로19길 3,37.49547932,127.0366999,6246,30000,5,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N
강남 이노코웍스 독립오피스 6인A,서울특별시 강남구 역삼로19길 3,37.49547932,127.0366999,6246,30000,6,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N
강남 이노코웍스 독립오피스 6인B,서울특별시 강남구 역삼로19길 3,37.49547932,127.0366999,6246,30000,6,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N
강남 이노코웍스 독립오피스(8인),서울특별시 강남구 역삼로19길 3,37.49547932,127.0366999,6246,30000,8,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N
강남.역삼 독립 오피스 3인용,서울특별시 강남구 테헤란로38길 5,37.50164256,127.0416306,6221,20000,3,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,00:00,00:00,00:00,00:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N
강남공유사무실 114소호 1인실,서울특별시 강남구 논현로131길 23,37.5139129,127.0285565,6046,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N
강남공유오피스 114소호 A,서울특별시 강남구 선릉로131길 8,37.51797526,127.040276,6059,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N
강남공유오피스 114소호_1인실,서울특별시 강남구 논현로131길 23,37.5139129,127.0285565,6046,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N
강남비상주 114소호_기본계약(월),서울특별시 강남구 논현로131길 23,37.5139129,127.0285565,6046,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N
강남비상주사무실 114소호 B,서울특별시 강남구 선릉로131길 8,37.51797526,127.040276,6059,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N
강남비상주사무실 114소호_기본계약(월),서울특별시 강남구 논현로131길 23,37.5139129,127.0285565,6046,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N
강남비상주오피스 114소호_온라인 계약,서울특별시 강남구 논현로131길 23,37.5139129,127.0285565,6046,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N
강남소호사무실 114소호 1인실,서울특별시 강남구 논현로131길 23,37.5139129,127.0285565,6046,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N
강남소호사무실 114소호 C,서울특별시 강남구 선릉로131길 8,37.51797526,127.040276,6059,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N
강남소호사무실 오피스링크 2인실,서울특별시 서초구 반포대로 300-3,37.50578145,127.0012367,6509,20000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N
강남소호사무실 오피스링크 3인실,서울특별시 서초구 반포대로 300-3,37.50578145,127.0012367,6509,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N
강남소호사무실 오피스링크 4인실,서울특별시 서초구 반포대로 300-3,37.50578145,127.0012367,6509,20000,4,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N
강남역 소호사무실 비타임 (2인),서울특별시 서초구 서초대로74길 33,37.49462035,127.0276061,6621,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,N
강남역 소호사무실 비타임 (3인),서울특별시 서초구 서초대로74길 33,37.49462035,127.0276061,6621,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,N
강남역 휴스피치 5인 독립 오피스,서울특별시 강남구 테헤란로4길 27,37.49669224,127.0304223,6240,30000,5,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,00:00,00:00,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,N,Y,N,N,Y,Y,N
강남역 휴스피치 7인 오피스공간,서울특별시 강남구 테헤란로4길 27,37.49669224,127.0304223,6240,30000,7,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,00:00,00:00,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N
강변역 플렉스 소호사무실,서울특별시 광진구 광나루로56길 85,37.53572518,127.0956922,5116,20000,2,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N
강북소호사무실 비즈클레버,서울특별시 강북구 삼양로 328,37.63269632,127.0178419,1111,10000,1,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N
개인쇼핑몰 운영용 동대문사무실,서울특별시 동대문구 고산자로 377,37.57336891,127.0376881,2590,20000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,N
건국공간 공유오피스 독립실 3인실,서울특별시 광진구 아차산로21길 64,37.54467931,127.0664321,5014,20000,4,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,N
건국공간 공유오피스 독립실 6인실,서울특별시 광진구 아차산로21길 64,37.54467931,127.0664321,5014,30000,7,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,N
공간구독서비스[모아]1인실 강남역,서울특별시 서초구 강남대로 341,37.4932549,127.0293618,6626,10000,1,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,00:00,00:00,00:00,00:00,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N
공간구독서비스[모아]1인실 언주점,서울특별시 강남구 언주로113길 7,37.5093046,127.0367849,6109,10000,1,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,00:00,00:00,00:00,00:00,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,Y,Y,Y,N
공간구독서비스[모아]1인실 역삼역,서울특별시 강남구 테헤란로33길 18,37.50300242,127.039336,6142,10000,1,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,00:00,00:00,00:00,00:00,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N
공간구독서비스[모아]2인실 언주점,서울특별시 강남구 언주로113길 7,37.5093046,127.0367849,6109,20000,2,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,00:00,00:00,00:00,00:00,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,Y,Y,Y,N
공간구독서비스[모아]2인실 역삼역,서울특별시 강남구 테헤란로33길 18,37.50300242,127.039336,6142,20000,2,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,00:00,00:00,00:00,00:00,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N
공간구독서비스[모아]2인실 을지로,서울특별시 중구 남대문로 117,37.56778374,126.9823058,4522,20000,2,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,00:00,00:00,00:00,00:00,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,Y,Y,Y,N
공간구독서비스[모아]3인실 언주점,서울특별시 강남구 언주로113길 7,37.5093046,127.0367849,6109,20000,3,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,00:00,00:00,00:00,00:00,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,Y,Y,Y,N
공간구독서비스[모아]3인실 역삼역,서울특별시 강남구 테헤란로33길 18,37.50300242,127.039336,6142,20000,3,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,00:00,00:00,00:00,00:00,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N
공간구독서비스[모아]3인실 을지로,서울특별시 중구 남대문로 117,37.56778374,126.9823058,4522,20000,3,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,00:00,00:00,00:00,00:00,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,Y,Y,Y,N
공간구독서비스[모아]비상주 신논현,서울특별시 강남구 강남대로 502,37.50713266,127.0236764,6119,10000,1,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,00:00,00:00,00:00,00:00,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,N,Y,Y,N
공간구독서비스[모아]비상주 역삼점,서울특별시 강남구 테헤란로33길 18,37.50300242,127.039336,6142,10000,1,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,00:00,00:00,00:00,00:00,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N
공간채비 독립사무실 오피스,서울특별시 중구 서애로1길 11,37.56134257,126.9985981,4619,30000,6,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,00:00,00:00,00:00,00:00,Y,N,N,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N
공간i 공유 오피스 비상주 사무실,서울특별시 서초구 매헌로 16,37.46246735,127.0369479,6771,20000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N
공유오피스 다온 마포점 1인실,서울특별시 마포구 마포대로4나길 46,37.53734097,126.9450295,4176,10000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N
공유오피스 다온 마포점 4인실,서울특별시 마포구 마포대로4나길 46,37.53734097,126.9450295,4176,20000,4,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N
공유오피스 다온 마포점 7인실,서울특별시 마포구 마포대로4나길 46,37.53734097,126.9450295,4176,30000,7,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N
공유오피스 원일공유,서울특별시 영등포구 당산로29길 3,37.52585767,126.8947633,7261,10000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N
공유오피스 ILTER 일터 1인실,서울특별시 마포구 백범로 8,37.55400394,126.9367317,4100,10000,1,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N
공유오피스 ILTER 일터 2인실,서울특별시 마포구 백범로 8,37.55400394,126.9367317,4100,20000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N
공유오피스 ILTER 일터 3인실,서울특별시 마포구 백범로 8,37.55400394,126.9367317,4100,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N
공유오피스 ILTER 일터 5인실,서울특별시 마포구 백범로 8,37.55400394,126.9367317,4100,30000,5,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N
공유오피스 moo 목동역점 양천구,서울특별시 양천구 목동로19길 11,37.52485587,126.8632138,8022,20000,3,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N
공존 독립오피스,서울특별시 종로구 지봉로 56-1,37.57508241,127.0158952,3113,30000,6,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N
"교대 유니언워크 사무실, 스터디룸",서울특별시 서초구 서초대로56길 18,37.49372846,127.0170232,6633,20000,4,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,00:00,00:00,00:00,Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,N,Y,N,Y,Y
구로 1인사무실 114소호 4만원,서울특별시 금천구 가산디지털1로 137,37.47765869,126.8819304,8506,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N
구로공유오피스 114소호사무실 A,서울특별시 구로구 디지털로31길 41,37.4851718,126.8927513,8375,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N
구로디지털2인실 구로소호114 B,서울특별시 구로구 디지털로31길 41,37.4851718,126.8927513,8375,20000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N
구로디지털단지 창가2인실 구로소호,서울특별시 구로구 디지털로31길 41,37.4851718,126.8927513,8375,20000,2,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N
구로디지털단지3인실[후이즈키스톤],서울특별시 구로구 디지털로34길 55,37.48428564,126.8992821,8378,20000,3,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N
